Marine Megafauna Group,Marine Megafauna Common Name,Marine Megafauna Species,Consumer Class,Consumer Group,Consumer Common Name,Consumer Species,Scavenging,Predation,Consuming Placenta,Consuming Excreta,Consuming Eggs,Interaction Type Unknown,Notes,Source 1 Type,Source 1 Interaction Type,Source 1 Title,Source 1 Authors,Source 1 Link,Source 2 Type,Source 2 Interaction Type,Source 2 Title,Source 2 Authors,Source 2 Link,Source 3 Type,Source 3 Interaction Type,Source 3 Title,Source 3 Authors,Source 3 Link,Source 4 Link,Source 5 Link
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Bird,Bird,Yellow-crowned Night Heron,Nyctanassa violacea,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Peer-reviewed article,Predation,Nest-to-Surf Mortality of Loggerhead Sea Turtle (Caretta caretta) Hatchlings on Florida's East Coast,"Erb, V; Wyneken, J",https://doi.org/10.3389/fmars.2019.00271,Peer-reviewed article,Predation,Sea turtles as biological transporters of nutrients and energy from marine to terrestrial ecosystems,"Bouchard, SS; Bjorndal, KA",http://dx.doi.org/10.2307/177116,,,,,,,
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Bird,Bird,Black-crowned night heron,Nycticorax nycticorax,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Peer-reviewed article,Predation,Sea turtles as biological transporters of nutrients and energy from marine to terrestrial ecosystems,"Bouchard, SS; Bjorndal, KA",https://doi.org/10.2307/177116,,,,,,,,,,,,
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Bird,Bird,Gull (Laridae),,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Peer-reviewed article,Predation,Nest-to-Surf Mortality of Loggerhead Sea Turtle (Caretta caretta) Hatchlings on Florida's East Coast,"Erb, V; Wyneken, J",https://doi.org/10.3389/fmars.2019.00271,,,,,,,,,,,,
Sea Turtles,Olive ridley sea turtle,Lepidochelys olivacea,Carnivore,Felid,Jaguar,Panthera onca,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Peer-reviewed article,Predation,"CHARACTERIZATION OF ATTACK EVENTS ON SEA TURTLES (CHELONIA MYDAS AND LEPIDOCHELYS OLIVACEA) BY JAGUAR (PANTHERA ONCA) IN NARANJO SECTOR, SANTA ROSA NATIONAL PARK, COSTA RICA","Alfaro, LD; Montalvo, V; Guimaraes, F; Saenz, C; Cruz, J; Morazan, F; Carrillo, E",,Peer-reviewed article,Predation,INTER-TROPHIC FOOD PROVISIONING BETWEEN SEA AND LAND: THE JAGUAR (Panthera onca) AS PROVIDER OF SEA TURTLE CARCASSES TO TERRESTRIAL SCAVENGERS,"Escobar-Lasso, S; Gil-Fernandez, M; Sáenz, J; Carrillo-Jiménez, E; Wong, G; Fonseca, LG",,Peer-reviewed article,Predation,"Relationship between vegetation cover and feeding areas of jaguars (Panthera onca) on sea turtles in Santa Rosa National Park, Costa Rica","Morera-Chacón, BH; Posadas-García, AC; Mora-Benavides, JM; Carrillo, E",http://dx.doi.org/10.1016/j.fooweb.2019.e00127,https://conserveturtles.org/rvalverde/Fonseca_etal_2020_Impact_jaguar_predation_Nancite_Lo.pdf,
Sea Turtles,Olive ridley sea turtle,Lepidochelys olivacea,Ungulate,Suidae,Wild boar,Sus scrofa,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,"Marine turtle nest depredation by feral pigs (Sus scrofa) on the Western Cape York Peninsula, Australia: implications for management","Whytlaw, PA; Edwards, W; Congdon, BC",https://doi.org/10.1071/WR12198,,,,,,,,,,,,
Sea Turtles,Olive ridley sea turtle,Lepidochelys olivacea,Reptile,Reptile,Asian water monitor,Varanus salvator,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,"Emergence Success and Sex Ratio of Natural and Relocated Nests of Olive Ridley Turtles from Alas Purwo National Park, East Java, Indonesia",Maulany et al.,https://doi.org/10.1643/CH-12-088,,,,,,,,,,,,
Sea Turtles,Olive ridley sea turtle,Lepidochelys olivacea,Carnivore,Canid,Dog,Canis familiaris,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,Dynamics of human take and animal predation on sea turtle nests in Northwest Costa Rica,"Reavis, JL; Rojas-Cañizales, D; Mejías-Balsalobre, C; Naranjo, I; Arauz, R; Senko, JF",http://doi.org/10.7717/peerj.12925,Peer-reviewed article,Predation,"Natural and anthropogenic threats to olive ridley sea turtles (Lepidochelys olivacea) at the rushikulya rookery of Orissa coast, India","Tripathy, B; Rajasekhar, PS",http://indiaenvironmentportal.org.in/files/Natural%20and%20anthropogenic%20threats%20to%20olive%20ridley%20sea%20turtles.pdf,Peer-reviewed article,Consuming eggs,"Predation Rate on Olive Riley Sea Turtle (Lepidochelys olivacea) Nests with Solitary Nesting Activity from 2008 to 2021 at Corozalito, Costa Rica","Espinoza-Rodríguez, N; Rojas-Cañizales, D; Mejías-Balsalobre, C; Naranjo, I; Arauz, R",http://dx.doi.org/10.3390/ani13050875,,
Sea Turtles,Olive ridley sea turtle,Lepidochelys olivacea,Carnivore,Procyonidae,Racoon,Procyon lotor,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,Dynamics of human take and animal predation on sea turtle nests in Northwest Costa Rica,"Reavis, JL; Rojas-Cañizales, D; Mejías-Balsalobre, C; Naranjo, I; Arauz, R; Senko, JF",http://doi.org/10.7717/peerj.12925,Peer-reviewed article,Consuming eggs,"Predation Rate on Olive Riley Sea Turtle (Lepidochelys olivacea) Nests with Solitary Nesting Activity from 2008 to 2021 at Corozalito, Costa Rica","Espinoza-Rodríguez, N; Rojas-Cañizales, D; Mejías-Balsalobre, C; Naranjo, I; Arauz, R",http://dx.doi.org/10.3390/ani13050875,,,,,,,
Sea Turtles,Olive ridley sea turtle,Lepidochelys olivacea,Bird,Bird,Wood Stork,Mycteria americana,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,"Predation, Consuming eggs","Wood Storks (Mycteria americana) Prey on Eggs and Hatchlings of Olive Ridley Sea Turtles (Lepidochelys olivacea) at Ostional, Costa Rica","Burger, J; Gochfeld, M",http://doi.org/10.1675/063.036.0314,Peer-reviewed article,"Predation, Consuming eggs","Avian Predation on Olive Ridley (Lepidochelys olivacea) Sea Turtle Eggs and Hatchlings: Avian Opportunities, Turtle Avoidance, and Human Protection","Burger, J; Gochfeld, M",https://doi.org/10.1643/CE-13-006,,,,,,,
Sea Turtles,Olive ridley sea turtle,Lepidochelys olivacea,Bird,Bird,House crow,Corvus splendens,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Peer-reviewed article,Predation,"Natural and anthropogenic threats to olive ridley sea turtles (Lepidochelys olivacea) at the rushikulya rookery of Orissa coast, India","Tripathy, B; Rajasekhar, PS",http://indiaenvironmentportal.org.in/files/Natural%20and%20anthropogenic%20threats%20to%20olive%20ridley%20sea%20turtles.pdf,,,,,,,,,,,,
Sea Turtles,Olive ridley sea turtle,Lepidochelys olivacea,Bird,Bird,Brahminy kites,Haliastur indus,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Peer-reviewed article,Predation,"Natural and anthropogenic threats to olive ridley sea turtles (Lepidochelys olivacea) at the rushikulya rookery of Orissa coast, India","Tripathy, B; Rajasekhar, PS",http://indiaenvironmentportal.org.in/files/Natural%20and%20anthropogenic%20threats%20to%20olive%20ridley%20sea%20turtles.pdf,,,,,,,,,,,,
Sea Turtles,Olive ridley sea turtle,Lepidochelys olivacea,Bird,Bird,Brown Headed Gulls,Larus ridibundus,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Peer-reviewed article,Predation,"Natural and anthropogenic threats to olive ridley sea turtles (Lepidochelys olivacea) at the rushikulya rookery of Orissa coast, India","Tripathy, B; Rajasekhar, PS",http://indiaenvironmentportal.org.in/files/Natural%20and%20anthropogenic%20threats%20to%20olive%20ridley%20sea%20turtles.pdf,,,,,,,,,,,,
Sea Turtles,Olive ridley sea turtle,Lepidochelys olivacea,Bird,Bird,Black vulture,Coragyps atratus,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Predation,"Factors Affecting Locomotion in Olive Ridley (Lepidochelys olivacea) Hatchlings Crawling to the Sea at Ostional Beach, Costa Rica","Burger, J; Gochfeld, M",https://doi.org/10.2744/CCB-1088.1,Peer-reviewed article,"Predation, Consuming eggs","Avian Predation on Olive Ridley (Lepidochelys olivacea) Sea Turtle Eggs and Hatchlings: Avian Opportunities, Turtle Avoidance, and Human Protection","Burger, J; Gochfeld, M",https://doi.org/10.1643/CE-13-006,Peer-reviewed article,Consuming eggs,"Predation Rate on Olive Riley Sea Turtle (Lepidochelys olivacea) Nests with Solitary Nesting Activity from 2008 to 2021 at Corozalito, Costa Rica","Espinoza-Rodríguez, N; Rojas-Cañizales, D; Mejías-Balsalobre, C; Naranjo, I; Arauz, R",http://dx.doi.org/10.3390/ani13050875,,
Sea Turtles,Olive ridley sea turtle,Lepidochelys olivacea,Carnivore,Hyena,Striped hyena,Hyaena hyaena,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,"Natural and anthropogenic threats to olive ridley sea turtles (Lepidochelys olivacea) at the rushikulya rookery of Orissa coast, India","Tripathy, B; Rajasekhar, PS",http://indiaenvironmentportal.org.in/files/Natural%20and%20anthropogenic%20threats%20to%20olive%20ridley%20sea%20turtles.pdf,,,,,,,,,,,,
Sea Turtles,Olive ridley sea turtle,Lepidochelys olivacea,Carnivore,Canid,Golden jackal,Canis aureus,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,"Natural and anthropogenic threats to olive ridley sea turtles (Lepidochelys olivacea) at the rushikulya rookery of Orissa coast, India","Tripathy, B; Rajasekhar, PS",http://indiaenvironmentportal.org.in/files/Natural%20and%20anthropogenic%20threats%20to%20olive%20ridley%20sea%20turtles.pdf,,,,,,,,,,,,
Sea Turtles,Olive ridley sea turtle,Lepidochelys olivacea,Carnivore,Mustelid,White-nosed coati,Nasua narica,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,Intensive beach management as an improved sea turtle conservation strategy in Mexico,Garcıía et al. 2003,https://doi.org/10.1016/S0006-3207(02)00300-2,Peer-reviewed article,Consuming eggs,"Predation Rate on Olive Riley Sea Turtle (Lepidochelys olivacea) Nests with Solitary Nesting Activity from 2008 to 2021 at Corozalito, Costa Rica","Espinoza-Rodríguez, N; Rojas-Cañizales, D; Mejías-Balsalobre, C; Naranjo, I; Arauz, R",http://dx.doi.org/10.3390/ani13050875,,,,,,,
Sea Turtles,Olive ridley sea turtle,Olive ridley sea turtle,Ungulate,Ungulate,White-tailed deer,Odocoileus virginianus,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Peer-reviewed article,Scavenging,"Osteophagia of sea turtle bones by white-tailed deer (Odocoileus virginianus) in Santa Rosa National Park, northwestern Costa Rica","Morera, B; Montalvo, V; Saenz-Bolanos, C; Cruz-Diaz, JC; Fuller, TK; Carrillo, E",https://doi.org/10.3897/neotropical.17.e87274,,,,,,,,,,,,
Sea Turtles,Olive ridley sea turtle,Lepidochelys olivacea,Carnivore,Mephitidae,Striped skunk,Conepatus semitriatus,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,"Predation Rate on Olive Riley Sea Turtle (Lepidochelys olivacea) Nests with Solitary Nesting Activity from 2008 to 2021 at Corozalito, Costa Rica","Espinoza-Rodríguez, N; Rojas-Cañizales, D; Mejías-Balsalobre, C; Naranjo, I; Arauz, R",https://doi.org/10.3390/ani13050875,,,,,,,,,,,,
Sea Turtles,Olive ridley sea turtle,Lepidochelys olivacea,Carnivore,Mustelid,Tayra,Eira barbara,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,"Predation Rate on Olive Riley Sea Turtle (Lepidochelys olivacea) Nests with Solitary Nesting Activity from 2008 to 2021 at Corozalito, Costa Rica","Espinoza-Rodríguez, N; Rojas-Cañizales, D; Mejías-Balsalobre, C; Naranjo, I; Arauz, R",https://doi.org/10.3390/ani13050875,,,,,,,,,,,,
Sea Turtles,Olive ridley sea turtle,Lepidochelys olivacea,Marsupial,Didelphid,Common opposum,Didelphis marsupialis,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,"Predation Rate on Olive Riley Sea Turtle (Lepidochelys olivacea) Nests with Solitary Nesting Activity from 2008 to 2021 at Corozalito, Costa Rica","Espinoza-Rodríguez, N; Rojas-Cañizales, D; Mejías-Balsalobre, C; Naranjo, I; Arauz, R",https://doi.org/10.3390/ani13050875,,,,,,,,,,,,
Sea Turtles,Olive ridley sea turtle,Lepidochelys olivacea,Bird,Bird,Crested caracara,Caracara cheriway,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,"Predation Rate on Olive Riley Sea Turtle (Lepidochelys olivacea) Nests with Solitary Nesting Activity from 2008 to 2021 at Corozalito, Costa Rica","Espinoza-Rodríguez, N; Rojas-Cañizales, D; Mejías-Balsalobre, C; Naranjo, I; Arauz, R",https://doi.org/10.3390/ani13050875,Peer-reviewed article,"Predation, Consuming eggs","Avian Predation on Olive Ridley (Lepidochelys olivacea) Sea Turtle Eggs and Hatchlings: Avian Opportunities, Turtle Avoidance, and Human Protection","Burger, J; Gochfeld, M",https://doi.org/10.1643/CE-13-006,,,,,,,
Sea Turtles,Olive ridley sea turtle,Lepidochelys olivacea,Bird,Bird,Great-tailed grackle,Quiscalus mexicanus,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,"Predation, Consuming eggs","Avian Predation on Olive Ridley (Lepidochelys olivacea) Sea Turtle Eggs and Hatchlings: Avian Opportunities, Turtle Avoidance, and Human Protection","Burger, J; Gochfeld, M",https://doi.org/10.1643/CE-13-006,,,,,,,,,,,,
Sea Turtles,Olive ridley sea turtle,Lepidochelys olivacea,Bird,Bird,Magnificent frigatebird,Frigata magnificens,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Peer-reviewed article,Predation,"Avian Predation on Olive Ridley (Lepidochelys olivacea) Sea Turtle Eggs and Hatchlings: Avian Opportunities, Turtle Avoidance, and Human Protection","Burger, J; Gochfeld, M",https://doi.org/10.1643/CE-13-006,,,,,,,,,,,,
Sea Turtles,Olive ridley sea turtle,Lepidochelys olivacea,Bird,Bird,Yellow-crowned Night Heron,Nyctanassa violacea,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,"Predation, Consuming eggs","Avian Predation on Olive Ridley (Lepidochelys olivacea) Sea Turtle Eggs and Hatchlings: Avian Opportunities, Turtle Avoidance, and Human Protection","Burger, J; Gochfeld, M",https://doi.org/10.1643/CE-13-006,,,,,,,,,,,,
Sea Turtles,Olive ridley sea turtle,Lepidochelys olivacea,Carnivore,Canid,Coyote,Canis latrans,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,Nesting trends of olive ridley sea turtles Lepidochelys olivacea (Testudinata: Cheloniidae) on two beaches in Northwestern Mexico after 30 and 40 years of conservation,"Sosa-Cornejo, I; Martín-del-Campo, R; Contreras-Aguilar, HR; Enciso-Saracho, F; González-Camacho, ZB; Guardado-Gonzalez, JI; Campista-León, S; Peinado-Guevara, LI",https://doi.org/10.15517/rbt.v69i3.46490,,,,,,,,,,,,
Sea Turtles,Olive ridley sea turtle,Lepidochelys olivacea,Bird,Bird,Chicken,Gallus gallus domesticus,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,"Avian Predation on Olive Ridley (Lepidochelys olivacea) Sea Turtle Eggs and Hatchlings: Avian Opportunities, Turtle Avoidance, and Human Protection","Burger, J; Gochfeld, M",https://doi.org/10.1643/CE-13-006,,,,,,,,,,,,
Sea Turtles,Olive ridley sea turtle,Lepidochelys olivacea,Carnivore,Canid,Dingo,Canis lupus dingo,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,"Insights into size, seasonality and biology of a nesting population of the Olive Ridley turtle in northern Australia","Whiting, SD; Long, JL; Hadden, KM; Lauder, ADK; Koch, AU",https://doi.org/10.1071/WR06131,,,,,,,,,,,,
Sea Turtles,Olive ridley sea turtle,Lepidochelys olivacea,Bird,Bird,Turkey vulture,Cathartes aura,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,"Avian Predation on Olive Ridley (Lepidochelys olivacea) Sea Turtle Eggs and Hatchlings: Avian Opportunities, Turtle Avoidance, and Human Protection","Burger, J; Gochfeld, M",https://doi.org/10.1643/CE-13-006,,,,,,,,,,,,
